"ImageDate","AvgCI","MaxCI","AvgCA","MaxCA","HotCount","HotPercent","WarmCount","WarmPercent","LukeWarmCount","LukeWarmPercent","CoolCount","CoolPercent","ColdCount","ColdPercent","TotalPix","ExpectedPix","NApercent"
2016-10-16,0.000235603,0.00040179081084894,23560,40179,0,0,0,0,0,0,2,50,2,50,4,4,0
2016-10-23,0.000121359,0.000144543977074593,12135,14454,0,0,0,0,0,0,0,0,1,50,2,4,50
2016-10-30,0.001695355,0.00216770410481969,169535,216770,0,0,0,0,4,100,4,100,4,100,4,4,0
2016-11-06,0.003622929,0.00794328234724281,362292,794328,0,0,1,25,4,100,4,100,4,100,4,4,0
2016-11-13,0.000340556,0.000642687717317019,34055,64268,0,0,0,0,0,0,3,75,3,75,4,4,0
2016-11-20,0.000671876,0.000824138115013002,67187,82413,0,0,0,0,0,0,4,100,4,100,4,4,0
2017-01-01,0.000861075,0.00155596563160507,86107,155596,0,0,0,0,1,25,4,100,4,100,4,4,0
2017-02-05,0.002052729,0.00216770410481969,205272,216770,0,0,0,0,4,100,4,100,4,100,4,4,0
2017-05-28,0.001517038,0.00248885731828239,151703,248885,0,0,0,0,3,75,4,100,4,100,4,4,0
2017-06-04,0.001649404,0.00199526231496888,164940,199526,0,0,0,0,4,100,4,100,4,100,4,4,0
2017-06-11,0.011940732,0.0120226443461741,1194073,1202264,0,0,4,100,4,100,4,100,4,100,4,4,0
2017-07-02,0.006164141,0.00839459986519397,616414,839459,0,0,4,100,4,100,4,100,4,100,4,4,0
2017-07-09,0.002195763,0.00328095293113119,219576,328095,0,0,0,0,2,66,3,100,3,100,3,4,25
2017-07-16,0.003436753,0.00356451133426244,343675,356451,0,0,0,0,3,100,3,100,3,100,3,4,25
2017-08-06,0.002294973,0.00270395836410884,229497,270395,0,0,0,0,4,100,4,100,4,100,4,4,0
2017-08-13,0.001324954,0.00147231250243272,132495,147231,0,0,0,0,3,75,4,100,4,100,4,4,0
2017-08-20,0.000941258,0.00118032063565173,94125,118032,0,0,0,0,3,75,4,100,4,100,4,4,0
2017-09-03,0.000957988,0.00108642562361706,95798,108642,0,0,0,0,3,75,4,100,4,100,4,4,0
2017-09-10,0.000857753,0.00128233058265602,85775,128233,0,0,0,0,1,25,4,100,4,100,4,4,0
2017-10-15,0.000141448,0.000185353162341481,14144,18535,0,0,0,0,0,0,0,0,2,50,4,4,0
2017-10-22,0.000490736,0.000698232404077171,49073,69823,0,0,0,0,0,0,3,75,4,100,4,4,0
2017-10-29,0.000102651,0.000119124200802737,10265,11912,0,0,0,0,0,0,0,0,0,0,3,4,25
2017-11-19,8.667e-05,0.000106659612123026,8667,10665,0,0,0,0,0,0,0,0,0,0,2,4,50
2017-12-17,7.8705e-05,7.87045789695099e-05,7870,7870,0,0,0,0,0,0,0,0,0,0,1,4,75
2018-01-21,0.000104803,0.000133045441797809,10480,13304,0,0,0,0,0,0,0,0,1,50,2,4,50
2018-05-20,0.003376093,0.00356451133426244,337609,356451,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-05-27,0.004919371,0.00570164272280747,491937,570164,0,0,4,100,4,100,4,100,4,100,4,4,0
2018-06-03,0.045762954,0.0505824662003114,4576295,5058246,4,100,4,100,4,100,4,100,4,100,4,4,0
2018-06-24,0.006002963,0.00672976656284317,600296,672976,0,0,4,100,4,100,4,100,4,100,4,4,0
2018-07-01,0.001808827,0.00293764965196153,180882,293764,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-07-08,0.000992402,0.00118032063565173,99240,118032,0,0,0,0,1,33,3,100,3,100,3,4,25
2018-07-15,0.003877814,0.00420726628384444,387781,420726,0,0,1,25,4,100,4,100,4,100,4,4,0
2018-07-22,0.003742091,0.00387257644921617,374209,387257,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-07-29,0.004037599,0.00409260659730011,403759,409260,0,0,3,75,4,100,4,100,4,100,4,4,0
2018-08-19,0.000912158,0.00105681750921366,91215,105681,0,0,0,0,1,25,4,100,4,100,4,4,0
2018-09-09,0.003677658,0.00420726628384444,367765,420726,0,0,2,50,4,100,4,100,4,100,4,4,0
2018-09-16,0.001473148,0.00151356124843621,147314,151356,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-09-23,0.002746614,0.00301995172040201,274661,301995,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-09-30,0.00204303,0.0022284351492703,204303,222843,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-10-07,0.002071511,0.00285759054337495,207151,285759,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-10-14,0.001098551,0.00121338885046498,109855,121338,0,0,0,0,3,75,4,100,4,100,4,4,0
2018-10-21,0.00267818,0.00301995172040201,267818,301995,0,0,0,0,4,100,4,100,4,100,4,4,0
2018-10-28,0.004570882,0.00457088189614875,457088,457088,0,0,2,100,2,100,2,100,2,100,2,4,50
2018-11-04,0.000182363,0.000288403150312661,18236,28840,0,0,0,0,0,0,1,25,3,75,4,4,0
2018-11-11,0.000416421,0.000608135001278718,41642,60813,0,0,0,0,0,0,3,75,4,100,4,4,0
2018-11-18,0.000203544,0.000340408189701001,20354,34040,0,0,0,0,0,0,1,50,1,50,2,4,50
2018-12-02,0.000170608,0.000170608238900312,17060,17060,0,0,0,0,0,0,0,0,2,100,2,4,50
2018-12-09,7.0469e-05,7.04693068967147e-05,7046,7046,0,0,0,0,0,0,0,0,0,0,1,4,75
2018-12-23,0.000181215,0.000349945167028357,18121,34994,0,0,0,0,0,0,1,25,2,50,4,4,0
2019-03-17,0.00011272,0.000112719745617551,11271,11271,0,0,0,0,0,0,0,0,0,0,1,4,75
2019-06-23,0.003726868,0.00398107170553497,372686,398107,0,0,0,0,4,100,4,100,4,100,4,4,0
2019-07-07,0.006248444,0.00672976656284317,624844,672976,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-07-14,0.003355081,0.00366437574647833,335508,366437,0,0,0,0,4,100,4,100,4,100,4,4,0
2019-07-21,0.006785791,0.00711213513653329,678579,711213,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-07-28,0.011988351,0.0134276496113786,1198835,1342764,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-08-04,0.00746785,0.00772680585095702,746784,772680,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-08-11,0.007638986,0.00839459986519397,763898,839459,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-08-18,0.009313532,0.00963829023623971,931353,963829,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-08-25,0.005326712,0.00570164272280747,532671,570164,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-09-01,0.006823047,0.00751622894018205,682304,751622,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-09-08,0.010622022,0.0110662378397767,1062202,1106623,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-09-15,0.042774784,0.0549540873857624,4277478,5495408,4,100,4,100,4,100,4,100,4,100,4,4,0
2019-09-22,0.006413772,0.00654636174067275,641377,654636,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-09-29,0.003592956,0.00387257644921617,359295,387257,0,0,0,0,4,100,4,100,4,100,4,4,0
2019-10-06,0.005555847,0.00602559586074357,555584,602559,0,0,4,100,4,100,4,100,4,100,4,4,0
2019-10-13,0.002650555,0.00328095293113119,265055,328095,0,0,0,0,4,100,4,100,4,100,4,4,0
2019-10-20,0.001190378,0.00124738351424294,119037,124738,0,0,0,0,4,100,4,100,4,100,4,4,0
2019-10-27,0.000600343,0.000758577575029184,60034,75857,0,0,0,0,0,0,4,100,4,100,4,4,0
2019-11-03,0.000711791,0.00121338885046498,71179,121338,0,0,0,0,1,25,4,100,4,100,4,4,0
2019-11-10,0.000215062,0.000380189396320561,21506,38018,0,0,0,0,0,0,2,50,2,50,4,4,0
2019-12-01,0.000455374,0.000474241985260244,45537,47424,0,0,0,0,0,0,4,100,4,100,4,4,0
2019-12-08,0.000449189,0.000660693448007596,44918,66069,0,0,0,0,0,0,1,50,2,100,2,4,50
2019-12-15,0.000112753,0.000165958690743756,11275,16595,0,0,0,0,0,0,0,0,1,33,3,4,25
2020-03-01,7.2453e-05,8.79022516830884e-05,7245,8790,0,0,0,0,0,0,0,0,0,0,4,4,0
2020-06-14,0.00082199,0.00118032063565173,82199,118032,0,0,0,0,1,25,4,100,4,100,4,4,0
2020-06-21,0.005663885,0.00586138164514028,566388,586138,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-07-05,0.000698232,0.000698232404077171,69823,69823,0,0,0,0,0,0,1,100,1,100,1,4,75
2020-07-12,0.002552999,0.00293764965196153,255299,293764,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-07-19,0.004897544,0.00539510622515127,489754,539510,0,0,3,75,4,100,4,100,4,100,4,4,0
2020-07-26,0.006509157,0.00691830970918936,650915,691830,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-08-02,0.007299273,0.00839459986519397,729927,839459,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-08-09,0.006155722,0.00636795520907916,615572,636795,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-08-16,0.004823364,0.00539510622515127,482336,539510,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-08-23,0.002878151,0.00293764965196153,287815,293764,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-08-30,0.002840303,0.00301995172040201,284030,301995,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-09-13,0.0023078,0.00242102904673618,230779,242102,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-09-20,0.00536038,0.00554625712957911,536037,554625,0,0,4,100,4,100,4,100,4,100,4,4,0
2020-09-27,0.004641484,0.00510504999975406,464148,510504,0,0,3,75,4,100,4,100,4,100,4,4,0
2020-10-04,0.002207154,0.00255858588690565,220715,255858,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-10-11,0.000249269,0.000349945167028357,24926,34994,0,0,0,0,0,0,1,50,2,100,2,4,50
2020-10-25,0.000100006,0.000109647819614319,10000,10964,0,0,0,0,0,0,0,0,0,0,2,4,50
2020-11-01,0.001455509,0.00178648757485205,145550,178648,0,0,0,0,4,100,4,100,4,100,4,4,0
2020-11-08,0.000386677,0.000487528490103386,38667,48752,0,0,0,0,0,0,3,75,4,100,4,4,0
2020-11-15,0.000457513,0.000529663443891658,45751,52966,0,0,0,0,0,0,4,100,4,100,4,4,0
2020-11-22,0.000158912,0.000195884467350599,15891,19588,0,0,0,0,0,0,0,0,2,66,3,4,25
2020-11-29,0.000538879,0.000779830110523259,53887,77983,0,0,0,0,0,0,4,100,4,100,4,4,0
2020-12-06,0.00025917,0.000331131121482591,25917,33113,0,0,0,0,0,0,2,50,4,100,4,4,0
2020-12-20,0.000115878,0.000115877735615513,11587,11587,0,0,0,0,0,0,0,0,0,0,1,4,75
2021-03-07,8.7699e-05,0.000100925288607668,8769,10092,0,0,0,0,0,0,0,0,0,0,2,4,50
2021-05-09,0.000231206,0.000231206479017559,23120,23120,0,0,0,0,0,0,0,0,1,100,1,4,75
2021-06-13,0.004646093,0.00483058802039773,464609,483058,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-06-20,0.002378328,0.00255858588690565,237832,255858,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-06-27,0.004258583,0.00524807460249772,425858,524807,0,0,2,50,4,100,4,100,4,100,4,4,0
2021-07-04,0.005184469,0.00554625712957911,518446,554625,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-07-11,0.004836021,0.00496592321450336,483602,496592,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-07-18,0.004447161,0.00457088189614875,444716,457088,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-07-25,0.002687601,0.00285759054337495,268760,285759,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-08-01,0.002919878,0.00310455958812836,291987,310455,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-08-08,0.004900126,0.00510504999975406,490012,510504,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-08-15,0.004450557,0.00469894108605215,445055,469894,0,0,4,100,4,100,4,100,4,100,4,4,0
2021-08-22,0.002823975,0.00301995172040201,282397,301995,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-08-29,0.002322958,0.00235504928389601,232295,235504,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-09-05,0.002927205,0.00328095293113119,292720,328095,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-09-12,0.002146268,0.00235504928389601,214626,235504,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-09-19,0.001484569,0.00155596563160507,148456,155596,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-09-26,0.001916281,0.00205116217882556,191628,205116,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-10-03,0.001173613,0.00124738351424294,117361,124738,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-10-10,0.000808127,0.000895364765549594,80812,89536,0,0,0,0,0,0,4,100,4,100,4,4,0
2021-10-17,0.001732311,0.00216770410481969,173231,216770,0,0,0,0,4,100,4,100,4,100,4,4,0
2021-10-24,0.0008822,0.00108642562361706,88219,108642,0,0,0,0,1,25,4,100,4,100,4,4,0
2021-10-31,0.000717017,0.00118032063565173,71701,118032,0,0,0,0,2,50,3,75,4,100,4,4,0
2021-11-21,0.00015687,0.000212813904598271,15686,21281,0,0,0,0,0,0,0,0,1,50,2,4,50
2021-11-28,0.000246385,0.000265460556197554,24638,26546,0,0,0,0,0,0,1,25,4,100,4,4,0
2021-12-26,0.000124759,0.000148593564228701,12475,14859,0,0,0,0,0,0,0,0,1,50,2,4,50
2022-01-09,0.001477236,0.00169044093164326,147723,169044,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-01-16,0.001014782,0.00105681750921366,101478,105681,0,0,0,0,1,50,2,100,2,100,2,4,50
2022-03-27,0.000213888,0.000369828179780266,21388,36982,0,0,0,0,0,0,2,50,2,50,4,4,0
2022-05-29,0.000870964,0.000870963589956081,87096,87096,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-06-05,0.001807056,0.00235504928389601,180705,235504,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-06-12,0.001915169,0.00199526231496888,191516,199526,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-06-19,0.00072922,0.000870963589956081,72921,87096,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-06-26,0.00232562,0.00248885731828239,232561,248885,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-07-03,0.002097047,0.0022284351492703,209704,222843,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-07-10,0.000522725,0.000737904230129101,52272,73790,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-07-17,0.000934769,0.001,93476,100000,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-07-24,0.001309577,0.00147231250243272,130957,147231,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-07-31,0.000912417,0.00102801629812647,91241,102801,0,0,0,0,1,25,4,100,4,100,4,4,0
2022-08-07,0.001118338,0.00118032063565173,111833,118032,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-08-14,0.001238537,0.0013931568029453,123853,139315,0,0,0,0,3,75,4,100,4,100,4,4,0
2022-08-21,0.001180717,0.00147231250243272,118071,147231,0,0,0,0,2,50,4,100,4,100,4,4,0
2022-08-28,0.00061968,0.000698232404077171,61967,69823,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-09-04,0.000949057,0.00118032063565173,94905,118032,0,0,0,0,1,50,2,100,2,100,2,4,50
2022-09-11,0.001256254,0.00147231250243272,125625,147231,0,0,0,0,2,66,3,100,3,100,3,4,25
2022-09-18,0.001401913,0.00155596563160507,140191,155596,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-09-25,0.001436839,0.00159955802861467,143683,159955,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-10-02,0.002672532,0.00301995172040201,267253,301995,0,0,0,0,4,100,4,100,4,100,4,4,0
2022-10-09,0.000639642,0.000779830110523259,63964,77983,0,0,0,0,0,0,4,100,4,100,4,4,0
2022-10-16,0.00020632,0.000380189396320561,20631,38018,0,0,0,0,0,0,2,50,2,50,4,4,0
2022-11-13,9.2897e-05,9.28966386779936e-05,9289,9289,0,0,0,0,0,0,0,0,0,0,1,4,75
2022-11-20,0.000328611,0.000544502652842421,32861,54450,0,0,0,0,0,0,1,50,1,50,2,4,50
2022-11-27,0.000138397,0.000195884467350599,13839,19588,0,0,0,0,0,0,0,0,1,50,2,4,50
2022-12-18,0.000307804,0.000717794291271362,30780,71779,0,0,0,0,0,0,1,33,1,33,3,4,25
2023-05-14,0.000175388,0.000175388050184176,17538,17538,0,0,0,0,0,0,0,0,1,100,1,4,75
2023-05-21,0.00714091,0.00839459986519397,714090,839459,0,0,4,100,4,100,4,100,4,100,4,4,0
2023-05-28,0.00273936,0.00420726628384444,273935,420726,0,0,1,25,4,100,4,100,4,100,4,4,0
