"","date","...1_avg","rhow_400_avg","rhow_412_avg","rhow_443_avg","rhow_490_avg","rhow_510_avg","rhow_560_avg","rhow_620_avg","rhow_665_avg","rhow_674_avg","rhow_682_avg","rhow_709_avg","rhow_754_avg","rhow_768_avg","rhow_779_avg","rhow_865_avg","rhow_884_avg","rhow_1016_avg","rhow_401_avg","rhow_681_avg","...1_med","rhow_400_med","rhow_412_med","rhow_443_med","rhow_490_med","rhow_510_med","rhow_560_med","rhow_620_med","rhow_665_med","rhow_674_med","rhow_682_med","rhow_709_med","rhow_754_med","rhow_768_med","rhow_779_med","rhow_865_med","rhow_884_med","rhow_1016_med","rhow_401_med","rhow_681_med","...1_sd","rhow_400_sd","rhow_412_sd","rhow_443_sd","rhow_490_sd","rhow_510_sd","rhow_560_sd","rhow_620_sd","rhow_665_sd","rhow_674_sd","rhow_682_sd","rhow_709_sd","rhow_754_sd","rhow_768_sd","rhow_779_sd","rhow_865_sd","rhow_884_sd","rhow_1016_sd","rhow_401_sd","rhow_681_sd"
"1","2020_06_02",3185.33333333333,0.00493656893333333,0.0037985735,0.0106707343333333,0.0139740975,0.0155798926666667,0.0206205126666667,0.013314032,0.0109854763333333,0.0108149366666667,0.0108032956666667,0.0106433943333333,0.0164037743333333,0.0166528233333333,0.0146430503333333,0.0103578566666667,0.00848819033333333,0.0136939113333333,NA,NA,2910,0.004959886,0.0037786781,0.010320774,0.013184025,0.014856242,0.019527309,0.012830531,0.010421897,0.010624871,0.010303029,0.0107471645,0.016278738,0.016572256,0.014682108,0.010992657,0.009438778,0.014286427,NA,NA,479.49174480207,0.000558889517707761,0.000669554928910325,0.00110281819107246,0.00143435165536777,0.00148106844229912,0.00191518441452784,0.00104689464290396,0.00100428286411565,0.000794063972804668,0.000904222578577494,0.000388468093261961,0.000393942105576864,0.000462847323384649,0.000810118954938307,0.00247267079485044,0.00304779570995241,0.00122688824437694,NA,NA
"2","2020_12_25",3185.33333333333,NA,0.0114675421666667,0.016699498,0.0185725793333333,0.0197398663333333,0.0228079883333333,0.0151233723333333,0.0131956745,0.0132528725,NA,0.0141206473333333,0.009531925,0.0103070226666667,0.008090099,0.00573772403333333,0.00471496643333333,0.00680927716666667,0.015121423,0.0132893323333333,2910,NA,0.011812631,0.016636398,0.019243315,0.020831602,0.023707373,0.014914208,0.0135972025,0.0134232165,NA,0.013998122,0.009708506,0.010591016,0.008670951,0.00695268,0.00620154,0.0074851075,0.015939752,0.013249346,479.49174480207,NA,0.00107571300404712,0.00107132260906041,0.00206367615380571,0.00211467536203464,0.00240962291961467,0.00064466191617338,0.00117016671095116,0.000871427146927527,NA,0.000628849974851182,0.00129264403340324,0.00157856524318044,0.00189068607548371,0.00299464997141457,0.00364731141698897,0.00206022525350751,0.00148151020356628,0.000718926991214221
"3","2021_06_05",3185.33333333333,NA,0.00459970083333333,0.010993259,0.0157010646666667,0.018490497,0.02552946,0.016858938,0.0152962395,0.0151389366666667,NA,0.018153166,0.028658125,0.0295630413333333,0.0283302026666667,0.0276973493333333,0.026736735,0.0309533686666667,0.00620282543333333,0.0155127816666667,2910,NA,0.00469845,0.01083917,0.015250559,0.018236928,0.025973842,0.01720894,0.0155347055,0.01526838,NA,0.018311676,0.028381536,0.029241549,0.028274095,0.027948828,0.026350828,0.030145349,0.0067560393,0.01585255,479.49174480207,NA,0.0022557528210862,0.00154757959439281,0.00100100639306367,0.00098442691530809,0.00177522484477516,0.00117756167393772,0.00108102134127835,0.000979983791707462,NA,0.0012098917254515,0.00164862155373724,0.00163685523345846,0.00146562519774816,0.000679655404841553,0.000674493081868896,0.00296111693513788,0.00241652520789593,0.0010839142205739
"4","2021_06_11",2907,0.034443334,0.026195845,0.023667928,0.019956231,0.02130913,0.031194882,0.01410288,0.010776333,0.010021053,0.0101964325,0.011363686,0.023135979,0.022809358,0.021230944,0.01627492,0.013575943,0.013152975,NA,NA,2907,0.034443334,0.026195845,0.023667928,0.019956231,0.02130913,0.031194882,0.01410288,0.010776333,0.010021053,0.0101964325,0.011363686,0.023135979,0.022809358,0.021230944,0.01627492,0.013575943,0.013152975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021_06_15",3185.33333333333,0.0136529685,0.0125696881666667,0.0182027023333333,0.0219557983333333,0.025673993,0.042667468,0.0218110056666667,0.0187286723333333,0.017139466,0.0173317056666667,0.0211830313333333,0.0182813583333333,0.0184603263333333,0.016557163,0.0103298934,0.00838883066666667,0.0126188316666667,NA,NA,2910,0.013438485,0.012896205,0.018148346,0.021753771,0.02517047,0.042381957,0.021726996,0.01884825,0.01711746,0.017338654,0.021032853,0.018749915,0.018920384,0.017133107,0.01133724,0.009528755,0.012450035,NA,NA,479.49174480207,0.000378244417820342,0.000579431375114935,0.000425994412921501,0.000659152259060327,0.000918340517068152,0.0019759251183137,0.000366752267753497,0.000231289205723772,0.000102328331712189,6.2145514434538e-05,0.000361239424844983,0.000834126873078869,0.00125907610075576,0.00124310120624228,0.0025635581686796,0.0030544116933217,0.00155318447072726,NA,NA
"6","2021_08_15",3185.33333333333,0.015498546,0.0144521256666667,0.017824042,0.0241288996666667,0.0299387066666667,0.0535635806666667,0.0280106606666667,0.0225189743333333,0.0194844466666667,0.0194107836666667,0.0251134733333333,0.0158545966666667,0.0154438438333333,0.014658732,0.0084340652,0.00629256396666667,0.00688283246666667,NA,NA,2910,0.016146012,0.014968353,0.018185236,0.024807937,0.030645678,0.05454549,0.02816414,0.02244145,0.019348955,0.019188501,0.024454797,0.015805632,0.0154444985,0.014929045,0.009584554,0.007732378,0.006922192,NA,NA,479.49174480207,0.00170585356287197,0.000910180408426996,0.000635300931115326,0.00159257983661929,0.00218279108417923,0.00421098356053136,0.000842252036224509,0.000835723639847728,0.000815666648888094,0.000623753165082418,0.00139335228156067,0.000849220369431477,0.00107369364968951,0.00114860044055755,0.0023659414592187,0.00290108259622697,0.00021134321037084,NA,NA
"7","2021_09_05",3185.33333333333,NA,0.0026001888,0.0064972406,0.0122243398333333,0.0161659236666667,0.02957942,0.015160617,0.0136080308333333,0.0118123373333333,NA,0.0142728236666667,0.0105481896666667,0.00783121226666667,0.00994703866666667,0.00697344366666667,0.0059952831,0.00587470053333333,0.00389860423333333,0.0118869173333333,2910,NA,0.0025820236,0.0063872663,0.0121994885,0.016107269,0.027631858,0.014653115,0.012875971,0.011229563,NA,0.012948557,0.010554137,0.0077245734,0.009934208,0.0077103763,0.007196899,0.0060438733,0.0040189163,0.011440915,479.49174480207,NA,0.000931930288098058,0.00047091822896436,7.85167253939137e-05,0.000144401340109201,0.00367469721690972,0.00088904668387155,0.00135921241479582,0.00115125528002539,NA,0.00249013665817247,7.39495840443563e-05,0.000214207844413442,0.000191954880621289,0.0014821944829217,0.00209021160679596,0.00159943363752784,0.000582229457632954,0.00101831442234034
"8","2021_11_02",3185.33333333333,NA,0.0235436586666667,0.0263046913333333,0.0265459793333333,0.0273753573333333,0.031350619,0.023324364,0.0209027333333333,0.0201832896666667,NA,0.020785319,0.0174040973333333,0.015575057,0.0163093196666667,0.0130888238666667,0.0119605099666667,0.013534145,0.026434889,0.020510788,2910,NA,0.018775282,0.021384165,0.021627806,0.022214653,0.026042387,0.018368352,0.01594509,0.015078529,NA,0.015248221,0.011810868,0.010215937,0.010955908,0.008459571,0.0075859064,0.007900418,0.021750577,0.015472982,479.49174480207,NA,0.00861452634084041,0.0088723137761264,0.0090840886257681,0.00939594562571295,0.0103299332353538,0.00930906671715849,0.00917325942922189,0.00911958142875123,NA,0.0100928778509019,0.00997520775599693,0.00940973303951228,0.00953527716647525,0.00867299223530241,0.00844140084398734,0.00980491038956038,0.00845357270111921,0.00916660986295304
"9","2021_12_13",3324.5,0.0042671915,0.0042755315,0.01480166615,0.0208758025,0.024840648,0.0321854505,0.023898037,0.020320559,0.0196532945,0.0203737305,0.0222631215,0.018311381,0.0196562545,0.0170050468,0.01461236265,0.01397903185,0.020037877,NA,NA,3324.5,0.0042671915,0.0042755315,0.01480166615,0.0208758025,0.024840648,0.0321854505,0.023898037,0.020320559,0.0196532945,0.0203737305,0.0222631215,0.018311381,0.0196562545,0.0170050468,0.01461236265,0.01397903185,0.020037877,NA,NA,586.191521603648,0.0177190119418393,0.0158727377513849,0.0143673687203967,0.01171442661899,0.0115313050545457,0.0117773676077969,0.0108336918890034,0.0109875752951523,0.0112875448409741,0.0115633348704131,0.0127055895078876,0.0130120729213777,0.0138686811679901,0.0134356612788495,0.0152495742324881,0.0156456258720016,0.0107390753448264,NA,NA
"10","2022_06_02",3185.33333333333,NA,0.0112269523333333,0.0151265206666667,0.0182412513333333,0.020394049,0.027527647,0.0148508941666667,0.0126334036666667,0.012075519,NA,0.01296282,0.011808688,0.009618774,0.0110275146666667,0.00840243933333333,0.007626994,0.00894759033333333,0.0119622616666667,0.012128581,2910,NA,0.010871543,0.015212063,0.017954366,0.019794269,0.025427291,0.0143866185,0.012171588,0.011912718,NA,0.011907804,0.012025662,0.009797658,0.010970856,0.00877955,0.008399046,0.008800282,0.0115197105,0.011911354,479.49174480207,NA,0.000712755195215253,0.000605810130755779,0.000851707008752031,0.00137271569387255,0.00477592192145516,0.00156322421269474,0.00164143517559309,0.00119404755832044,NA,0.00273085191926915,0.000450569041098032,0.000317931206470835,0.00038200444890254,0.0015970325855393,0.00225199638574954,0.00148897865777664,0.00113614070129368,0.00114370651377834
"11","2022_06_16",3185.33333333333,0.00736864596666667,0.00668674863333333,0.0119995166666667,0.0177306426666667,0.0222018646666667,0.0381881253333333,0.01906351,0.0162746101666667,0.0147491103333333,0.0149447366666667,0.018961631,0.0144599598333333,0.0134073993333333,0.0131218826666667,0.00820448756666667,0.0064873203,0.00976078683333333,NA,NA,2910,0.0073531354,0.006463882,0.011588471,0.016654372,0.021200836,0.03439539,0.018251933,0.0150465155,0.014054988,0.014234512,0.016875435,0.014398348,0.013372853,0.013014254,0.009631801,0.008511798,0.0100814635,NA,NA,479.49174480207,0.000575465542917475,0.000757619733051828,0.000833509524621245,0.00194540003381575,0.00224764411194863,0.007338220869902,0.00205347148504404,0.00262268941159291,0.00178573102253848,0.0014521460918793,0.00473030179571801,0.00031673737689225,0.000509043445682521,0.000643235150106347,0.00313769354826968,0.00425339168038918,0.00185385877403555,NA,NA
"12","2022_06_23",3185.33333333333,0.00957152866666667,0.0087157339,0.0134044096666667,0.0209565833333333,0.0257769846666667,0.0456051553333333,0.0235216206666667,0.017265392,0.0153414875,0.0152255905,0.0165363093333333,0.00978480183333333,0.00971104583333333,0.008914079,0.00495331786666667,0.0038449104,0.00483380116666667,NA,NA,2910,0.009315662,0.007665083,0.011697068,0.018173646,0.02262843,0.037493892,0.021045705,0.015189387,0.013617125,0.0135982465,0.015059787,0.009926815,0.009786991,0.009053956,0.005496431,0.0047732866,0.0049473727,NA,NA,479.49174480207,0.00182717007013286,0.00197690564293368,0.00297619295188641,0.00491695779226407,0.00556726166005742,0.014592533213419,0.00472807421439388,0.00380874879347917,0.0032132344288726,0.00285925474530554,0.00326164006848002,0.000428364690847744,0.000147763781677322,0.000334800709606477,0.00124817112311971,0.0017089644000131,0.00091447369587581,NA,NA
"13","2022_07_27",3739,NA,0.045676373,0.044373006,0.0447953,0.04969108,0.06746971,0.0435474,0.037685927,0.03586697,NA,0.03340196,0.033142503,0.030327039,0.030797489,0.023589933,0.02037499,0.031224875,0.05270459,0.03525377,3739,NA,0.045676373,0.044373006,0.0447953,0.04969108,0.06746971,0.0435474,0.037685927,0.03586697,NA,0.03340196,0.033142503,0.030327039,0.030797489,0.023589933,0.02037499,0.031224875,0.05270459,0.03525377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2022_08_22",3185.33333333333,NA,0.0264708846666667,0.028216725,0.030874239,0.0342651513333333,0.0444021633333333,0.0299498676666667,0.0265246763333333,0.0248878993333333,NA,0.0257643433333333,0.0254617423333333,0.0223365593333333,0.0246874923333333,0.0214322453333333,0.020366502,0.0198676796666667,0.0286228823333333,0.0248764896666667,2910,NA,0.024103789,0.026668208,0.031047333,0.034788854,0.045256507,0.029692953,0.02558655,0.023576982,NA,0.024352398,0.022486538,0.019360486,0.021430967,0.016907098,0.015165258,0.015878547,0.026246002,0.023689091,479.49174480207,NA,0.011752497165394,0.0115768721728064,0.0117212366048515,0.0114760755537076,0.0117040381698195,0.0117588121569872,0.0123047082677029,0.0122397869025408,NA,0.0127482893612187,0.0142752008270149,0.013537559985704,0.0143167009665497,0.014982267805117,0.0153885053496,0.0144005637117217,0.0116359195767606,0.0122843945007901
"15","2022_08_31",3185.33333333333,0.0111396478333333,0.0107437706666667,0.0133920758333333,0.0177229843333333,0.02096739,0.0292875286666667,0.018347571,0.014991182,0.0138272663333333,0.0136039766666667,0.0130649196666667,0.0104357893333333,0.0104335463333333,0.00962723266666667,0.00690126966666667,0.00595300093333333,0.00733027216666667,NA,NA,2910,0.0111088725,0.011013177,0.013106528,0.016565474,0.019547183,0.0272926,0.017037272,0.01437974,0.013289202,0.013111193,0.012808545,0.010469386,0.010216272,0.009573694,0.006861205,0.0061295363,0.0075892657,NA,NA,479.49174480207,0.000213838925990063,0.000476868845963262,0.000638282007725882,0.00221745650207898,0.00279233874863688,0.00413237437126228,0.00287503876222582,0.00191097666001759,0.00172157764467489,0.00158882623621412,0.00146751595064937,0.000588335886602486,0.000741534240865743,0.000589588954942622,0.00105854580234647,0.00136669926518772,0.000562721947710033,NA,NA
"16","2022_10_10",3185.33333333333,0.00838039966666667,0.00672149516666667,0.0127485723333333,0.0169448753333333,0.0199029213333333,0.028676531,0.018726484,0.0159632356666667,0.0143805783333333,0.0143684626666667,0.0185552433333333,0.013147906,0.013153974,0.0111646673333333,0.00500231496666667,0.00278945927666667,0.00590779066666667,NA,NA,2910,0.00803489,0.006416201,0.012282622,0.015197785,0.01751132,0.022364382,0.016661564,0.013876899,0.012827073,0.012812208,0.014350931,0.012148182,0.01206692,0.010415259,0.0056334455,0.0036637038,0.006246994,NA,NA,479.49174480207,0.00170460794174506,0.000803400324045294,0.00083984107515192,0.00317444515753893,0.00446275795240234,0.0113305220161934,0.0042699414362991,0.00394815436700357,0.00322006406086002,0.00301631112656525,0.00765052150369871,0.00223139227091361,0.00188950594355006,0.00153460508363172,0.00141699731960766,0.00225223661750334,0.00073621303336557,NA,NA
